id_post,class,subject,text,Media_url
552821069036670976,0,charliehebdo-all-rnr-threads,"4 #CharlieHebdo cartoonists killed:

- Charb
- Cabu
- Tignous
- Georges Wolinski

#JeSuisCharlie http://t.co/QbaEYog2S2",http://pbs.twimg.com/media/B6wDKXgCIAAUwjs.png
552791196247269378,0,charliehebdo-all-rnr-threads,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY",
552812682626465792,0,charliehebdo-all-rnr-threads,LIVE: Paris on alert as gunmen kill twelve in massacre at #CharlieHebdo magazine office: http://t.co/q0K4AorQmJ http://t.co/rb4DycPVeC,http://pbs.twimg.com/media/B6v8NITIUAAAQ-F.png
552792271243210754,0,charliehebdo-all-rnr-threads,"Police say 11 now dead in ""carnage"" at #CharlieHebdo HQ in Paris - follow our coverage: http://t.co/IClDjevRnB http://t.co/aQkN3PMfkt",http://pbs.twimg.com/media/B6vppE6IMAEJCK6.jpg
553558513210105856,0,charliehebdo-all-rnr-threads,Update - French interior ministry says incident which led to evacuation of Trocadero near the Eiffel Tower in Paris was a false alarm,
553552293371871233,0,charliehebdo-all-rnr-threads,Police officer at scene of Paris hostage situation tells the BBC two people are confirmed to have died http://t.co/0wLOuy8soe,
553484760233017344,0,charliehebdo-all-rnr-threads,The area northeast of Paris where shots were fired in the manhunt for Charlie Hebdo attackers http://t.co/0W4gaarWcf http://t.co/4ejWR9SMM4,http://pbs.twimg.com/media/B65fdPWIgAAOSqC.png
553536887349325825,0,charliehebdo-all-rnr-threads,"At least five people have been taken hostage at the kosher grocery, reports say #ParisAttacks http://t.co/8MdsGYsaOZ http://t.co/2NtIkBmIYk",http://pbs.twimg.com/media/B66Ooo1CIAAzODr.jpg
553472437644320769,0,charliehebdo-all-rnr-threads,BREAKING: French police chasing a Peugeot on motorway around Paris and say hostages have been taken by Cahrlie Hedbo attack gunmen.,
553530667821457408,0,charliehebdo-all-rnr-threads,DETAILS: Armed man takes hostage in kosher grocery store in #Vincennes eastern Paris - Reports http://t.co/cI8cztQjE6,
552807027781947393,0,charliehebdo-all-rnr-threads,"Photo of the 2 cartoonists killed in the attack on #CharlieHebdo in #Paris today. RIP.

via @LePoint. http://t.co/mms8xWU1Ze",http://pbs.twimg.com/media/B6v22_6CEAA_Hg1.jpg
552789127792717826,0,charliehebdo-all-rnr-threads,Just confirmed. 10 people dead at shooting in the centre of #Paris. Many believed to be journos working for #CharlieHebdo,
553587511839444994,0,charliehebdo-all-rnr-threads,#BREAKING : Both hostages in #Dammartin and #Paris are free and safe http://t.co/LdSF5QeCiv,
552802654641225728,0,charliehebdo-all-rnr-threads,Charlie Hebdo shooting latest: 12 dead and gunmen still at large http://t.co/6jRqXgPogM http://t.co/hO7lvftma5,http://pbs.twimg.com/media/B6vy8E6CUAAQQ-4.jpg
552806309540528128,0,charliehebdo-all-rnr-threads,“@LePoint: #CharlieHebdo : “The cartoonists Charb &amp; cabu are dead.” http://t.co/7USD83cQd2 http://t.co/WGHbLiLFoX”,http://pbs.twimg.com/media/B6vzTAoCEAEusIa.jpg
553481076916883456,0,charliehebdo-all-rnr-threads,BREAKING: Hostage taken after Charlie Hebdo suspects sighted north of Paris http://t.co/nXWWIfklMi,
553198972287082497,0,charliehebdo-all-rnr-threads,French officials say one of the alleged gunman left ID in getaway car after #CharlieHebdo attack http://t.co/9c5VpoFxJI,
553202028575731713,0,charliehebdo-all-rnr-threads,This illustration by @LucilleClerc says it all. #JeSuisCharlie http://t.co/UctYcW96A4,http://pbs.twimg.com/media/B61eT7fIMAEj1go.jpg
553586978017775616,0,charliehebdo-all-rnr-threads,BREAKING NEWS: Several hostages freed at Jewish supermarket in Paris: AFP,
552808071387701248,0,charliehebdo-all-rnr-threads,"Gunmen at #CharlieHebdo's Paris HQ shouted they had ""avenged the prophet"", reports say http://t.co/1z7NtGWe5i http://t.co/IEWCMH7oUV",http://pbs.twimg.com/media/B6v36J8CQAAv7GW.png
553475430897156096,0,charliehebdo-all-rnr-threads,"DETAILS: Car chase in norhteastern France, hostages taken by #CharlieHebdo suspects http://t.co/G6eunBDIrj http://t.co/sWDOsIfEnP",http://pbs.twimg.com/media/B65WYUFCEAAUONV.png
552799640488517632,0,charliehebdo-all-rnr-threads,Armed gunmen face police officers near the offices of the satirical newspaper #CharlieHebdo Photo: Anne Gelbard #AFP http://t.co/k669PHgVw5,http://pbs.twimg.com/media/B6vwVcFCMAACC73.jpg
553540739058376704,0,charliehebdo-all-rnr-threads,Kosher restaurants closing across Paris. Schools nr latest incident locked down. #ParisAttacks http://t.co/8MdsGYsaOZ http://t.co/rObM6QtWIZ,http://pbs.twimg.com/media/B66SNKKCQAA6wFH.jpg
553553244845522945,0,charliehebdo-all-rnr-threads,Hostage-taker at Paris grocery is suspect in fatal shooting of officer; official confirms that shooting linked to newspaper attack - @AP,
552790742700417024,0,charliehebdo-all-rnr-threads,Scene at Paris HQ of satirical magazine Charlie Hebdo - police confirm gunmen kill at least 10 http://t.co/t3gks9dapq http://t.co/bnD65c9hwF,http://pbs.twimg.com/media/B6voQGoIIAECK01.jpg
552792544132997121,0,charliehebdo-all-rnr-threads,BREAKING Charlie Hebdo latest: 11 dead 10 wounded (five critical) two gunmen unaccounted for http://t.co/kjW3uwCV0f http://t.co/9K8ICs97Be,http://pbs.twimg.com/media/B6vpx6hCEAEZ5Bi.jpg
553554585634496512,0,charliehebdo-all-rnr-threads,There are reports of an armed incident at the Trocadero near the Eiffel Tower. #ParisAttacks http://t.co/ATmBpjwW3b http://t.co/U7DXrdPheI,http://pbs.twimg.com/media/B66e02kCEAAFRSt.jpg
553555979238129664,0,charliehebdo-all-rnr-threads,Another shooting reported at the Trocadero near the Eiffel Tower (LIVE UPDATES) http://t.co/cI8cztQjE6,
553566877956734976,0,charliehebdo-all-rnr-threads,"France faces 2 hostage-taking attacks; Paris kosher market attack has 5 hostages, some wounded: http://t.co/dWlaFSDKjL",
553017543330648064,0,charliehebdo-all-rnr-threads,"R.I.P. Ahmed Merabet, a French police officer, a Muslim, the first victim of #CharlieHebdo attack, http://t.co/bMzZgpXuL7 via @Ironyisfunny8",http://pbs.twimg.com/media/B6yWmeNCEAAk9iq.jpg
553573365798416385,0,charliehebdo-all-rnr-threads,BREAKING: Paris police: Market gunman threatens to kill hostages if police storm terrorist brothers.,
552804839886184448,0,charliehebdo-all-rnr-threads,Charlie Hebdo shooting: twelve dead at Paris offices of satirical magazine  – live updates http://t.co/Yc1915SVdD,
553473416905629696,0,charliehebdo-all-rnr-threads,Convoy of police cars rushing toward town northeast of Paris amid reports of hostages taken - @FRANCE24 broadcast http://t.co/ZFJYh80uxy,
553502446769942528,0,charliehebdo-all-rnr-threads,Charlie Hebdo killers tell police: 'We are ready to die as martyrs' http://t.co/h4Gp9BAetN http://t.co/MMF4hXUKDd,http://pbs.twimg.com/media/B65viunIgAACYnd.jpg
552817101057318913,0,charliehebdo-all-rnr-threads,Paris is on alert after gunmen killed twelve people at the office of satirical magazine Charlie Hebdo http://t.co/aUlvfkdg5u,
553474514496278528,0,charliehebdo-all-rnr-threads,French Interior Minister says operation under way to detain 2 #CharlieHebdo suspects http://t.co/2pHnT9UofV,
553503546382249984,0,charliehebdo-all-rnr-threads,"BREAKING: #CharlieHebdo suspects “almost certainly behind hostage taking,"" say officials: http://t.co/qB4b5cKvPg http://t.co/iGJNu386dQ",http://pbs.twimg.com/media/B65wisUCcAAm7fa.jpg
552829580579323904,0,charliehebdo-all-rnr-threads,Witness to #CharlieHebdo attack claims gunmen told him it was “Al-Qaeda in Yemen” (i.e. AQAP): http://t.co/gGyLxyvSTw http://t.co/3jcdj9dZcD,http://pbs.twimg.com/media/B6wLkqMCMAAqP7f.png
553558131369062400,0,charliehebdo-all-rnr-threads,Update: French interior ministry says Trocadero security scare is a false alarm. #ParisAttacks http://t.co/ATmBpjwW3b http://t.co/TsUFvSVT8u,http://pbs.twimg.com/media/B66iBQjCQAEO4nn.jpg
552814494381256704,0,charliehebdo-all-rnr-threads,UPDATE: #CharlieHebdo's editor-in-chief was killed in attack - Magazine's lawyer http://t.co/kLKwMSlo7g,http://pbs.twimg.com/media/B6v91I6CEAE1aIZ.jpg
553531413459660800,0,charliehebdo-all-rnr-threads,Update - AFP says gunman who has taken a hostage at kosher supermarket in Paris believed to be suspect in killing of policewoman on Thursday,
553521417598550016,0,charliehebdo-all-rnr-threads,Update - French television channel 'France 2' are reporting that the hostage held by suspected #CharlieHebdo gunmen is male and 26 years old,
553501357156876290,0,charliehebdo-all-rnr-threads,"#CharlieHebdo suspects ""prepared to die as martyrs"", they tell police after making contact - French media http://t.co/Qgmn70TXSU",
553550448154910720,0,charliehebdo-all-rnr-threads,Five hostages are being held at a kosher grocery store in east Paris http://t.co/w8UiYqEqTM http://t.co/UFnpEqXvLi,http://pbs.twimg.com/media/B66bMyCIIAAOXx0.png
553535829529100288,0,charliehebdo-all-rnr-threads,#BREAKING - At least five hostages in Paris kosher supermarket: (AFP) https://t.co/h1qXZG6GlP #Vincennes http://t.co/NYRdp3n1lT,http://pbs.twimg.com/media/B66N0DmCYAAqCfE.png
553197863971610624,0,charliehebdo-all-rnr-threads,The last person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/PJH6tlyrpC,http://pbs.twimg.com/media/B61ag0FCcAA9npY.jpg
553102901619748864,0,charliehebdo-all-rnr-threads,Two police officers have been injured in a shooting in #Montrouge in southern #Paris - there is no direct link with the #CharlieHebdo attack,
553480292498153472,0,charliehebdo-all-rnr-threads,#ChalieHebdo terrorists are held up in a warehouse with hostages. #JeSuisCharlie http://t.co/AJYsqfKMwa,http://pbs.twimg.com/media/B65bY03IQAEatHF.jpg
553531316797718528,0,charliehebdo-all-rnr-threads,BREAKING NEWS: Hostage situation at supermarket in eastern Paris after shots ring out - AFP,
552993818816299008,0,charliehebdo-all-rnr-threads,"1st person killed by terrorists was a French Muslim cop, RIP Ahmed Merabet. Bigotry is ALWAYS wrong! #CharlieHebdo http://t.co/yyitubfAIt",http://pbs.twimg.com/media/B6yWmeNCEAAk9iq.jpg
553552825431883776,0,charliehebdo-all-rnr-threads,Breaking: Unconfirmed reports of a gunman at the Trocadero near the Eiffel Tower in #Paris. More info when available.,
553176753297162240,0,charliehebdo-all-rnr-threads,BREAKING: Police search northern France gas station local media says was allegedly robbed by #CharlieHebdo suspects. http://t.co/BTqdPhZdL9,
553184643055644674,0,charliehebdo-all-rnr-threads,The artist behind this iconic #CharlieHebdo pencil tribute http://t.co/qDdyz2cS8D http://t.co/UrTJu7Pkbd,http://pbs.twimg.com/media/B61OgHxIAAAKijU.png
553478289474740224,0,charliehebdo-all-rnr-threads,"#BREAKING : 1 dead, several injured in shootout North-East of Paris (French radio @RTLFrance ) http://t.co/LdSF5QeCiv #CharlieHebdo",
553587225901154304,0,charliehebdo-all-rnr-threads,"The two suspected #CharlieHebdo gunmen have been killed, according to reports. #ParisAttacks http://t.co/sS4Js4JZwm http://t.co/04KSGEeu5i",http://pbs.twimg.com/media/B668jVZCEAIeCWp.jpg
553588374280601600,0,charliehebdo-all-rnr-threads,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/dbIE1GD3Cw,http://pbs.twimg.com/media/B669sVCIYAAFqis.jpg
552791115599192064,0,charliehebdo-all-rnr-threads,Witnesses say several masked men were involved in the shooting at #CharlieHebdo's Paris HQ. http://t.co/xcK8lY9IeR http://t.co/QPKtv7stET,http://pbs.twimg.com/media/B6vojHzCIAAZSoj.jpg
553124268196642816,0,charliehebdo-all-rnr-threads,"Ahmed Merabet, a French Police officer, the first victim of #CharlieHebdo attack .. He was a Musilm #RIP http://t.co/Z5Qx2gGMNp",http://pbs.twimg.com/media/B60XlPTCUAAtoiz.jpg
552815540721291265,0,charliehebdo-all-rnr-threads,"Terrifying account. Attackers spoke perfect French, eyewitness says RT  http://t.co/n1uLNlY9bf via @humanite_fr http://t.co/snAKGl1XkX",http://pbs.twimg.com/media/B6v7z_zIMAAoSMS.png
552793679082311680,0,charliehebdo-all-rnr-threads,"11 confirmed dead, Francois Hollande to visit scene of attack - latest from Paris: http://t.co/7N7uvClhWY http://t.co/EgmxARAdEP",http://pbs.twimg.com/media/B6vq3MdCYAAX56O.jpg
553176411541098499,0,charliehebdo-all-rnr-threads,"R.I.P. Ahmed Merabet, a French Muslim cop, first victim of #CharlieHebdo #ParisShooting http://t.co/CYQZhV8Sxc",http://pbs.twimg.com/media/B61HA3SCEAAGVbE.jpg
552834961762709505,0,charliehebdo-all-rnr-threads,Paris Manhunt: 3 #CharlieHebdo attackers with AK-47 rifles &amp; reportedly rocket-propelled grenade still at large http://t.co/3Jsosc7yl3,
553477692591726592,0,charliehebdo-all-rnr-threads,"BREAKING: At least one killed, severeal injured during shootout with #CharlieHebdo attack suspects - local media http://t.co/G6eunBDIrj",
553576849943826432,0,charliehebdo-all-rnr-threads,Gunman at Paris grocery store threatens to kill hostages if police storm the #CharlieHebdo brothers. http://t.co/EBbK7ny8Cx,
552790082533752832,0,charliehebdo-all-rnr-threads,10 dead as shots fired at French satirical weekly #CharlieHebdo. #AFP http://t.co/KqSnXV4Kqf,http://pbs.twimg.com/media/B6vnmcUCcAAndSG.jpg
553489393202499584,0,charliehebdo-all-rnr-threads,"Paris Murder Suspects Cornered with Hostage
http://t.co/yzHJi4Hw54",
552786818853113857,0,charliehebdo-all-rnr-threads,"Armed with kalachnikovs &amp; rocketlauncher, 2 men open fire at French satirical mag Charlie Hebdo that published Prophet Mohamed cartoons @AFP",
553563668169125889,0,charliehebdo-all-rnr-threads,French media say Paris hostage-taker demanding freedom of #CharlieHebdo suspects #ParisAttacks http://t.co/ATmBpjwW3b http://t.co/MI7DYRuBDP,http://pbs.twimg.com/media/B66nMfuCYAMsmbv.jpg
553099685888790528,0,charliehebdo-all-rnr-threads,Banksy account joins cartoonists support for #CharlieHebdo #JeSuisCharlie  http://t.co/nFD1N4Yqu0 http://t.co/R2bEWKupRt,http://pbs.twimg.com/media/B60A9cqCcAIh6u_.png
553466230989144064,0,charliehebdo-all-rnr-threads,#BREAKING HOSTAGES TAKEN AT A BUSINESS IN DAMMARTIN-EN-GOELE - RTL REPORTS #France http://t.co/aa3FJVho8K,http://pbs.twimg.com/media/B65OjJ0CUAE52VE.png
553478677359775744,0,charliehebdo-all-rnr-threads,Scene at #DammartinEnGoele as police hunt #CharlieHebdo suspects - follow our coverage: http://t.co/HvWOnQGf9x http://t.co/NW8RB0E0kY,http://pbs.twimg.com/media/B65Z7LAIcAA30Iw.jpg
553589285342175232,0,charliehebdo-all-rnr-threads,BREAKING NEWS: Killed Charlie Hebdo suspects came out firing on security forces. AFP,
553475824369012736,0,charliehebdo-all-rnr-threads,Two people reportedly seriously hurt in a shootout in the hunt for the #ParisAttack gunmen http://t.co/CVcFrESdld http://t.co/8EmDi6eZL3,http://pbs.twimg.com/media/B65XSk-CEAANV5y.jpg
553535430788780032,0,charliehebdo-all-rnr-threads,JUST IN: Police confirm to @ABC there is a second hostage situation underway in eastern Paris,
553472488462901248,0,charliehebdo-all-rnr-threads,Police vehicles chase #CharlieHebdo suspects on French motorway http://t.co/k3G8Y2jdE8 http://t.co/MBUxnx3KRv,http://pbs.twimg.com/media/B65UPlJCAAA6f-J.jpg
553518053838061568,0,charliehebdo-all-rnr-threads,The latest on the manhunt for Charlie Hebdo suspects: http://t.co/F3hv000UQX http://t.co/r0TgWbIxsr,http://pbs.twimg.com/media/B659vL2IEAE4HG4.png
552814767417876480,0,charliehebdo-all-rnr-threads,"This was a well-planned attack: the gunmen hit #CharlieHebdo in the middle of the weekly conference, with all staff present.",
553587303172833280,0,charliehebdo-all-rnr-threads,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H,
553541676229472256,0,charliehebdo-all-rnr-threads,#BREAKING At least two killed in hostage drama east of Paris: source,
552790824971677696,0,charliehebdo-all-rnr-threads,11 dead as shots fired at French satirical weekly #CharlieHebdo. Photo: Philippe Dupeyrat  #AFP http://t.co/q38epI1b8b,http://pbs.twimg.com/media/B6voP7yCQAEyife.jpg
552794942759010304,0,charliehebdo-all-rnr-threads,#CharlieHebdo - 11 dead including 2 police in Paris shooting. Photo: @MartinBureau1 #AFP http://t.co/xkczbYS82E,http://pbs.twimg.com/media/B6vsEcpCEAEL-ll.jpg
552801958428700672,0,charliehebdo-all-rnr-threads,"Nine journalists and two police officers killed in #CharlieHebdo attack, police spokesman confirms http://t.co/KtQOYWXKev",
553538058440941568,0,charliehebdo-all-rnr-threads,"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq",
552801880812691456,0,charliehebdo-all-rnr-threads,Cartoonist Stephane Charbonnier was critically injured in the attack (LeFigaro) #CharlieHebdo http://t.co/fHMfUmQffo,http://pbs.twimg.com/media/B6vyR2eCUAAueIa.jpg
552986187364065281,0,charliehebdo-all-rnr-threads,#Banksy's response to today's incident in Paris via his official #Instagram acct http://t.co/LtJ7vgGLau #CharlieHebdo http://t.co/mxbP6olZQD,http://pbs.twimg.com/media/B6yaAF2IUAEpj-S.jpg
552802128688078848,0,charliehebdo-all-rnr-threads,Twelve people confirmed dead in shooting at French satirical magazine Charlie Hebdo in Paris http://t.co/X6UWH7PFP1 http://t.co/TCWtE8nkpm,http://pbs.twimg.com/media/B6vymyUCMAAlyxH.jpg
553586897168392192,0,charliehebdo-all-rnr-threads,#BREAKING : Both Charlie Hebdo suspects killed as police storm building (police sources) http://t.co/OYSXRQ9xuv http://t.co/8ICThapo7z,http://pbs.twimg.com/media/B668WIaCYAAFU3Z.png
553588946039746560,0,charliehebdo-all-rnr-threads,AFP: several hostages have been freed at Jewish supermarket in #Paris,
552816302780579840,0,charliehebdo-all-rnr-threads,"“I don’t feel as though I’m killing someone with a pen."" -Stephane Charbonnier 1967-2015 #CharlieHebdo http://t.co/RmJlpSsaNt",http://pbs.twimg.com/media/B6v_fzvCUAEZd7i.jpg
553531971457265664,0,charliehebdo-all-rnr-threads,Gunman in third shootout reportedly same man who killed police officer in this attack on Thurs http://t.co/BbPuxPz8Fk http://t.co/0ZviEoZLtN,http://pbs.twimg.com/media/B66KVJaCQAE068f.jpg
553129559173115904,0,charliehebdo-all-rnr-threads,UPDATE: Police officer shot outside Paris this morning dies http://t.co/OoALEHIyC4 #Montrouge http://t.co/OgAwuVq0rM,http://pbs.twimg.com/media/B60btCACcAIBN1x.png
553528788383191040,0,charliehebdo-all-rnr-threads,#BREAKING Armed man takes hostage in kosher grocery in Paris: source,
553164985460068352,0,charliehebdo-all-rnr-threads,The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,http://pbs.twimg.com/media/B608eHrCMAEYVD_.png
553488054640340992,0,charliehebdo-all-rnr-threads,Latest on the manhunt for Charlie Hebdo attackers: http://t.co/JfmqW07Vhk http://t.co/mjiiPM2gHG,http://pbs.twimg.com/media/B65ic_1CMAAdKe9.png
553557753558757376,0,charliehebdo-all-rnr-threads,"6 people believed to be hostages at Paris market, source tells BFMTV; Interior Ministry hasn't confirmed number. http://t.co/7Bxdhozq4H",
553485452943302656,0,charliehebdo-all-rnr-threads,BREAKING: French police: Suspects in newspaper attack appear to have taken a hostage northeast of Paris,
553533499643547648,0,charliehebdo-all-rnr-threads,[Happening Now] Shooting and hostage situation at Kosher supermarket in eastern #Paris http://t.co/TszoK14DJH http://t.co/lAYTn6mfvs,http://pbs.twimg.com/media/B66LsUpCUAAk-Qm.jpg
553136565296582657,0,charliehebdo-all-rnr-threads,"The two suspects in the #CharlieHebdo #ParisShooting have been located, reports say. http://t.co/CI1tEpiuFO http://t.co/MAk3reuOE8",http://pbs.twimg.com/media/B60inuMCMAM8E-d.jpg
553110339236409346,0,charliehebdo-all-rnr-threads,Shooting south of Paris with one police officer injured. Police say no known link to #CharlieHebdo attack http://t.co/UZlFI7Bb5s,
552828658747187201,0,charliehebdo-all-rnr-threads,"BREAKING: French authorities say the two #CharlieHebdo terrorists are still ""armed and extremely dangerous.""",
552798891994009601,0,charliehebdo-all-rnr-threads,Reports that two of the dead in the #CharlieHebdo attack are police officers http://t.co/2J4WQdJnTp http://t.co/LiPDxdq1cb,http://pbs.twimg.com/media/B6vvFYhCIAIB-zM.jpg
552817965813739520,0,charliehebdo-all-rnr-threads,"Police confirm deaths of four of France's most celebrated cartoonists Charb, Cabu, Wolinski and Tignous #CharlieHebdo http://t.co/K7ZHV9C27F",
553524086417424384,0,charliehebdo-all-rnr-threads,Paris attack suspects have taken a hostage. French police have them cornered near Paris airport. Live: http://t.co/fw92nASZxK,
552785695845396480,0,charliehebdo-all-rnr-threads,BREAKING: 10 people shot dead at headquarters of French satirical weekly publication Charlie Hebdo in #Paris after gunmen stormed office.,
553555600911925249,0,charliehebdo-all-rnr-threads,French media report the Trocadero near the Eiffel Tower in #Paris has been evacuated and police have been deployed there,
553476471470432256,0,charliehebdo-all-rnr-threads,Reports in French media of hostage situation as manhunt for #CharlieHebdo suspects centres on #DammartinEnGoele http://t.co/PNhWZP39md,
553477554041257985,0,charliehebdo-all-rnr-threads,Report: Hostages taken at a printing shop northeast of Paris; some injuries - @FRANCE24 broadcast http://t.co/hasCHjOVnC,
553587013409325058,0,charliehebdo-all-rnr-threads,#BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault,
552794157484634112,0,charliehebdo-all-rnr-threads,Armed men were reportedly asking for journalists by name at Charlie Hebdo. Unimaginable..  http://t.co/A11KlzNPnn,
552785375161499649,0,charliehebdo-all-rnr-threads,BREAKING: 10 reportedly shot dead at Paris HQ of French weekly Charlie Hebdo http://t.co/5F1DOwzoCQ,
552985855854661633,0,charliehebdo-all-rnr-threads,"Suspects in #CharlieHebdo attack identified by police as Said Kouachi, Cherif Kouachi &amp; Hamyd Mourad http://t.co/kTtysbF7fX",
552805267990413312,0,charliehebdo-all-rnr-threads,"Cartoonists Cabu and Charb died in the attack against #CharlieHebdo, @LePoint reports http://t.co/nBdM0iZIq4  http://t.co/XMCXKb8QtK",http://pbs.twimg.com/media/B6v0rTNCIAEHVdl.jpg
553535971959275520,0,charliehebdo-all-rnr-threads,"#BREAKING - 1 injured in #Paris Kosher supermarket shooting, hostage drama underway &gt;&gt;&gt; http://t.co/UWSXS2YVKU http://t.co/9QtJKgfWxo",http://pbs.twimg.com/media/B66OCCHCQAAoIje.png
553575984054951936,0,charliehebdo-all-rnr-threads,Supermarket hostage-takers reportedly threaten to kill if police storm #CharlieHebdo suspects http://t.co/ATmBpjwW3b http://t.co/4auIDG7ljG,http://pbs.twimg.com/media/B66yYJ_CAAA3B7b.jpg
552996335319007233,0,charliehebdo-all-rnr-threads,"RT @JeffersonObama: R.I.P. Ahmed Merabet, a French #Muslim Cop, first victim of #CharlieHebdo attack http://t.co/TMQsJCCKB5",http://pbs.twimg.com/media/B6yWmeNCEAAk9iq.jpg
553575232867672064,0,charliehebdo-all-rnr-threads,MORE: Official: gunman holding at least five hostages in Paris market has threatened to kill them if police approach: http://t.co/KId3U6zhCK,
552978476605923328,0,charliehebdo-all-rnr-threads,"Great picture by Banksy. So simple, yet so powerful. #JeSuisCharlie 
Please share. http://t.co/v1ojeJ4d2l",http://pbs.twimg.com/media/B6yS_UmCcAAg40i.jpg
553561170637238272,0,charliehebdo-all-rnr-threads,BREAKING: Police order all shops closed in famed Jewish neighborhood in central Paris far from attacks.,
553561452318322688,0,charliehebdo-all-rnr-threads,BREAKING UPDATE - FRANCE: Police order all shops closed in famed Jewish neighborhood in central Paris following attacks.,
553221600955621376,0,charliehebdo-all-rnr-threads,"Clarissa, 27 years old, police trainee of Montrouge Police in #France. Victim of this morning's attack. via @_batou_ http://t.co/kk0w0D6NNv",http://pbs.twimg.com/media/B61wHU6IMAA_n33.jpg
